f,ap,Tool_Wear,vc,Ra,Rz
0.109869333510883,0.442582382682827,0.552218322557741,408.333333333333,0.00151442446114182,0.00681491007513819
0.0811934152441144,0.336473591320649,0.664807615316818,175,0.00137042134567805,0.00616689605555122
0.127179753091341,0.494676480126781,0.863758004308898,408.333333333333,0.00172152573651002,0.00774686581429509
0.105224488019313,0.446656070347961,0.502535322866915,525,0.00139254391139627,0.00626644760128323
0.123386657951508,0.464730850734118,0.66776827515519,525,0.00158800852257917,0.00714603835160625
0.0774973898071294,0.418770062035196,0.726034432269043,291.666666666667,0.00121842791802995,0.00548292563113477
0.126185269537098,0.383464806778241,0.569105218799911,525,0.00158597959925585,0.00713690819665133
0.0972473307629299,0.285684823488875,0.510541719798168,408.333333333333,0.00131473395760735,0.00591630280923306
0.0720053994714921,0.308805709204652,0.849145277517609,525,0.000990783353004762,0.00445852508852143
0.112377580500138,0.463061247754596,0.857620725401576,525,0.0014730778639025,0.00662885038756123
0.12811162466457,0.488103215679139,0.675157861427979,175,0.00204863395434884,0.00921885279456978
0.104388991677819,0.420001762292874,0.870517528489253,466.666666666667,0.00140798327343281,0.00633592473044763
0.0890986882892624,0.307109171442402,0.515519005612474,350,0.00127339369853916,0.0057302716434262
0.121597712160333,0.476305968163147,0.950243346481464,350,0.00170633891257123,0.00767852510657051
0.119337098423102,0.361628317250694,0.625079620785183,466.666666666667,0.00154381495803028,0.00694716731113627
0.128216530340971,0.255256403375068,0.990181992145709,350,0.00167258905385241,0.00752665074233584
0.0755095258079239,0.269216647393595,0.753956467252371,525,0.00101514879433924,0.00456816957452656
0.111185025016491,0.424303115069798,0.664303004114117,175,0.00180362825046867,0.00811632712710901
0.124486473248134,0.379247553934918,0.990006040478039,233.333333333333,0.00184308188578141,0.00829386848601635
0.127794185715655,0.426964912652812,0.719805272609277,350,0.00175624242549934,0.00790309091474703
0.0700013237469076,0.30300597453569,0.912598989703648,291.666666666667,0.00108743358030716,0.0048934511113822
0.112335556769795,0.417901558186304,0.998127332342263,233.333333333333,0.00171425653613431,0.00771415441260438
0.0749192669258496,0.499998670034543,0.985755154903261,233.333333333333,0.00126219461084244,0.00567987574879099
0.111077311926837,0.492119682121172,0.553106602457256,525,0.00146833611284992,0.00660751250782462
0.125411600293668,0.296972614256292,0.776095099135711,525,0.00153836689517372,0.00692265102828172
0.121570933540668,0.379025530622513,0.962505634720984,233.333333333333,0.00180836156947949,0.00813762706265769
0.109808689414377,0.492082351786429,0.989005755238668,350,0.00157779114724726,0.00710006016261267
0.0783647994722699,0.386681333689615,0.569098088105538,175,0.00135074855202775,0.00607836848412487
0.0710286096149797,0.308827228373743,0.865898806435283,350,0.00106280742196395,0.00478263339883779
0.0960823040228821,0.385756003367577,0.833818153322362,525,0.00127603948753197,0.00574217769389386
0.0855023911378302,0.363953831800452,0.690750786366526,233.333333333333,0.00135907010354058,0.00611581546593262
0.0831292133084557,0.27461985353439,0.576452704859398,408.333333333333,0.00115510946132863,0.00519799257597883
0.111782146604997,0.459733165566691,0.619901627468489,408.333333333333,0.00154132971548865,0.00693598371969894
0.0819097407139034,0.493125734266304,0.783967903511219,525,0.00115101855649834,0.00517958350424252
0.125037972821089,0.325600596511274,0.683419439639376,408.333333333333,0.00162872990298403,0.00732928456342814
0.10728922043388,0.365466139144351,0.704512517360595,525,0.00138626961400868,0.00623821326303908
0.123281620133999,0.288318272376475,0.642218216878375,233.333333333333,0.00177934640192152,0.00800705880864684
0.10599624262325,0.288839326068527,0.87379481951862,291.666666666667,0.00150824060046508,0.00678708270209288
0.100579386364113,0.29782794224224,0.58030809954853,350,0.00139874999783211,0.00629437499024448
0.10590656286706,0.376596583271666,0.531646236722139,350,0.00149232119024166,0.00671544535608746
0.125324489196682,0.38622640798631,0.827781951685765,350,0.00171178541017368,0.00770303434578157
0.103903197990089,0.428881626489418,0.687677608114648,408.333333333333,0.00144372304033347,0.0064967536815006
0.0973308239435536,0.280873671358647,0.510386356517418,175,0.00155594338858485,0.00700174524863183
0.104647902708768,0.311481350338467,0.859500799872629,350,0.0014503205392604,0.00652644242667182
0.114792783554184,0.381176876900918,0.712789444021367,291.666666666667,0.00165278720840998,0.00743754243784489
0.0888921900463946,0.433800407735552,0.623422831812414,466.666666666667,0.0012421341516647,0.00558960368249115
0.119845323765975,0.452433563600556,0.917807813969919,466.666666666667,0.0015841670578921,0.00712875176051445
0.107149626741002,0.49028979104848,0.685360667431412,525,0.00142611954741903,0.00641753796338563
0.0973450078682723,0.412810003628149,0.604765714985532,175,0.00161721714742617,0.00727747716341778
0.0907392584460619,0.281439539136112,0.907860369279424,291.666666666667,0.00132845641506615,0.00597805386779769
0.100370873983153,0.443333806593602,0.90138223201372,408.333333333333,0.00140898464799047,0.00634043091595713
0.101458881098778,0.451144749785391,0.84950099784239,350,0.00146825001872758,0.00660712508427409
0.123288856954732,0.259725749394383,0.763405273692274,233.333333333333,0.00176094253153401,0.00792424139190306
0.085208548430795,0.39560248081003,0.932365575889801,408.333333333333,0.00122196691012427,0.00549885109555921
0.0762679322381192,0.426602319721096,0.842238017561802,175,0.00133480636059446,0.00600662862267509
0.108405172551756,0.352580898292588,0.546363927171992,350,0.00151043573343536,0.00679696080045914
0.0804929475715031,0.396295598891786,0.623470874815851,233.333333333333,0.00130605904464624,0.0058772657009081
0.0808683702229604,0.292839575723027,0.997661274405136,525,0.00108144402891938,0.00486649813013721
0.0998382291863256,0.487613695459721,0.823360499175893,291.666666666667,0.00151501768931247,0.00681757960190613
0.119797115865026,0.435132987857016,0.723077374136289,350,0.00167092001149698,0.00751914005173639
0.106661135237468,0.435037620829704,0.635974034138478,291.666666666667,0.00157917500554904,0.00710628752497067
0.126532205078707,0.318409017056826,0.973213615191457,466.666666666667,0.00159737917845737,0.00718820630305815
0.0720437871550833,0.253647667897209,0.824772297143949,291.666666666667,0.00109313281985484,0.0049190976893468
0.0857873582199003,0.451415911893736,0.826590949721988,350,0.00128390441152038,0.00577756985184169
0.12347241080731,0.386790417120839,0.696547061328858,408.333333333333,0.0016404028848753,0.00738181298193884
0.0954253551532778,0.464095603328356,0.660953589116781,291.666666666667,0.00145399995154723,0.00654299978196251
0.076811091011118,0.300804642390695,0.950854426920666,408.333333333333,0.00109424510374091,0.0049241029668341
0.0963732869174965,0.470544610112326,0.847570849699952,175,0.00162542818421575,0.00731442682897085
0.107274088999066,0.283336060654432,0.709543683423191,291.666666666667,0.00151984280500556,0.00683929262252502
0.0879970594485412,0.308655287308056,0.844313687912791,350,0.00126141580838544,0.00567637113773449
0.0938347652841977,0.30864733514916,0.610107195811924,350,0.00132792528451139,0.00597566378030124
0.073786837145923,0.287737352822595,0.90436657147313,233.333333333333,0.00117987870131962,0.00530945415593827
0.0716492944357206,0.269519114169962,0.692577676789188,525,0.000973523880334789,0.00438085746150655
0.108093036425517,0.380988164258596,0.825617738370219,233.333333333333,0.00164696338093629,0.0074113352142133
0.121778387894123,0.397862770769345,0.822875945584124,233.333333333333,0.00181963435581818,0.00818835460118182
0.114629458103812,0.293001565241992,0.905850732334449,350,0.00155045924500046,0.00697706660250206
0.107731119300143,0.410820945047526,0.932536449936479,350,0.00152607038624537,0.00686731673810416
0.116442007545935,0.301588180530614,0.89712700762702,291.666666666667,0.00163305870840755,0.007348764187834
0.10410821432002,0.337281381324944,0.91195392465256,525,0.0013424723586397,0.00604112561387864
0.0864500438783574,0.261492310404935,0.934040919734136,525,0.00112791451167587,0.00507561530254142
0.100551028609511,0.491850606867735,0.527151017099874,175,0.00168902043446284,0.00760059195508279
0.116726863246607,0.310301931824787,0.833937992262556,175,0.00181742906247395,0.00817843078113279
0.0855758977908506,0.483391175691776,0.928555528188691,466.666666666667,0.00121803471214639,0.00548115620465876
0.123121723238618,0.359454159977707,0.7877931247209,233.333333333333,0.00181713302300315,0.00817709860351418
0.0888057039345306,0.366737003301038,0.764041506084807,175,0.00148501394081903,0.00668256273368562
0.0964470825198649,0.47707130613378,0.752544515814701,408.333333333333,0.00137479079975922,0.00618655859891647
0.0811542384962096,0.307662798006743,0.793241939396072,525,0.00108986970755572,0.00490441368400074
0.079802260195928,0.306530787708174,0.756419533407941,291.666666666667,0.00120901637282071,0.00544057367769317
0.113872245142915,0.358318175175543,0.634545445848055,291.666666666667,0.00163205131289547,0.00734423090802961
0.0903061285301475,0.317583840725951,0.862148118518794,466.666666666667,0.00121929345110438,0.00548682052996969
0.0996069975373502,0.313451368470377,0.925408064522899,291.666666666667,0.0014468433587194,0.00651079511423729
0.12047940947151,0.298827951965045,0.832149252198981,175,0.00185701218985089,0.00835655485432899
0.0778037728137804,0.403857845221904,0.815965401234803,175,0.00134885649223244,0.00606985421504598
0.111037638749692,0.294660793829331,0.506095830831234,525,0.00139452571590609,0.0062753657215774
0.081331440181945,0.331869442769104,0.974409550667114,408.333333333333,0.00115677929929997,0.00520550684684985
0.128289552208979,0.429879551775354,0.719453259890096,233.333333333333,0.00191179944588354,0.00860309750647592
0.0927723046793598,0.376219022745028,0.648414100565842,291.666666666667,0.00139203889554468,0.00626417502995108
0.0960435885958587,0.423774471490476,0.850172226986798,291.666666666667,0.00144830757038991,0.0065173840667546
0.103257183234778,0.421826149632387,0.771086146788536,525,0.00136385338672414,0.00613734024025865
0.110115820579637,0.351234504636743,0.885626281217801,350,0.00152888867042303,0.00687999901690362
0.110858558458049,0.461004194106781,0.821775953574007,291.666666666667,0.00163816818756635,0.00737175684404856
0.0853420976196439,0.278109416572672,0.825127190608146,408.333333333333,0.0011811341637374,0.00531510373681829
0.127471189761503,0.310372337287916,0.72374301617561,233.333333333333,0.00184107954727006,0.00828485796271525
0.0751740537759805,0.314680804386239,0.972048151084117,175,0.00127992278382222,0.00575965252719999
0.0960597084236739,0.381384871012445,0.912093344863153,466.666666666667,0.00130472198213531,0.00587124891960891
0.0962955854112507,0.46663920873308,0.889556007428563,466.666666666667,0.00133392633599401,0.00600266851197304
0.0812889101658824,0.42170916944761,0.787311351656057,408.333333333333,0.00118433170804521,0.00532949268620346
0.0932835704107761,0.417117103976857,0.709410755199403,175,0.00156463231855898,0.00704084543351542
0.0971103293758703,0.489007417184244,0.854317565424686,175,0.00164167148565997,0.00738752168546989
0.115845082591575,0.334744310658306,0.671024386269185,466.666666666667,0.00149596704131433,0.0067318516859145
0.0707566689565957,0.319028854482836,0.758623023908808,525,0.000980200720670123,0.00441090324301556
0.116739646933299,0.426295568755202,0.860354962725661,350,0.00163336088722116,0.00735012399249521
0.078668330956296,0.497108706412283,0.966990506731097,466.666666666667,0.00114191481650564,0.00513861667427538
0.106265364791729,0.331209225588796,0.51181962495219,175,0.00169693810155788,0.00763622145701045
0.12743470348773,0.323667127878123,0.994692314514711,466.666666666667,0.00160912081131635,0.00724104365092356
0.0717486782743259,0.297953850949769,0.830865274337056,350,0.00106758482954248,0.00480413173294117
0.0924302880859613,0.363167558342264,0.894108140138081,233.333333333333,0.00144616141913807,0.0065077263861213
0.126405718994411,0.314135266302858,0.939901657738209,291.666666666667,0.00175104645000218,0.00787970902500982
0.0891608225735975,0.321090818683222,0.902332717121154,525,0.00118010366624068,0.00531046649808307
0.0966329703772819,0.347737263455463,0.529180502790047,525,0.00126865490927513,0.0057089470917381
0.09178533925608,0.444273728898798,0.762320469040959,291.666666666667,0.001403318775896,0.00631493449153198
0.128611945235889,0.326462700077183,0.823537766115636,525,0.00158462506078342,0.0071308127735254
0.117285725986774,0.284335164551384,0.673877930105874,408.333333333333,0.00152660330130799,0.00686971485588597
0.105326367902033,0.358562933601578,0.585732790330457,291.666666666667,0.00153341195347474,0.00690035379063635
0.0735829502308833,0.414781952099445,0.775652431223978,350,0.00112600446256709,0.00506702008155193
0.109581168219659,0.330990869365299,0.582935867750286,525,0.00139600977679031,0.00628204399555642
0.0916705076163361,0.449926096625941,0.950305474011087,175,0.00155467707988767,0.00699604685949453
0.101260429526637,0.429409743698239,0.854726992323793,408.333333333333,0.00141444483195085,0.00636500174377881
0.0972038975760264,0.49784153962434,0.618951711436861,350,0.00143282260931284,0.00644770174190777
0.120438373495217,0.349122229820182,0.789790226022158,175,0.00188561065804,0.00848524796118002
0.124506001290091,0.464333611385734,0.722362941797738,466.666666666667,0.00163750962934008,0.00736879333203034
0.0898477970857056,0.319344984172317,0.960029101324752,525,0.00118672495306614,0.00534026228879762
0.0725877445500785,0.408171470578409,0.562322362537804,350,0.00111201661394847,0.0050040747627681
0.121941312688656,0.253146767800152,0.529909775792763,233.333333333333,0.00174105524813936,0.00783474861662712
0.12548601695665,0.371321370295145,0.781807722606656,408.333333333333,0.00165500105003887,0.00744750472517493
0.128150398999789,0.251161429098164,0.985565502324212,175,0.00191740401881009,0.00862831808464539
0.073665335528236,0.480812933737847,0.632001172363968,291.666666666667,0.00118626241288325,0.00533818085797463
0.0921063387953182,0.297007065203266,0.557993405329722,408.333333333333,0.00126373293827077,0.00568679822221845
0.0814351988478748,0.455856032252414,0.840600764716993,350,0.00123273256539673,0.00554729654428528
0.0883694092267048,0.348219451565213,0.605861086562192,233.333333333333,0.00138925345421651,0.00625164054397429
0.113123560219449,0.263846446097327,0.873907495361996,350,0.00151814742098648,0.00683166339443914
0.128396697003188,0.349534411231582,0.504114055375275,525,0.00159334636081688,0.00717005862367598
0.0780750760258292,0.282034243620297,0.706929961792747,175,0.00130491578738559,0.00587212104323515
0.118036212176022,0.266902126587313,0.666910953929026,175,0.00180629959064403,0.00812834815789815
0.0722026856888465,0.350926990796509,0.778556384043549,525,0.00100573248167783,0.00452579616755021
0.0780516253286506,0.404377140806712,0.76407090310043,525,0.0010856812518939,0.00488556563352255
0.128623816193591,0.286319274149757,0.874129704606113,233.333333333333,0.0018394872936317,0.00827769282134265
0.0706307660973202,0.417203164970277,0.598861673353919,175,0.00125248421594123,0.00563617897173553
0.0709834861222149,0.302180274434863,0.832765793039333,466.666666666667,0.00100069353228872,0.00450312089529926
0.0886125522482241,0.26801215056793,0.561988555138355,175,0.00143666004346377,0.00646497019558698
0.126683375026436,0.459032871294209,0.782368356328834,291.666666666667,0.00182193423856942,0.0081987040735624
0.0930141739241741,0.454331889567333,0.732538181008386,233.333333333333,0.00148638478134941,0.00668873151607234
0.0876398738077583,0.392361070654539,0.554165807840523,291.666666666667,0.00133568055834436,0.00601056251254962
0.10668497918627,0.379264707692763,0.718255382726263,525,0.00138514418214681,0.00623314881966062
0.0796755077670185,0.375019061879165,0.695132716386908,350,0.00118795933797816,0.00534581702090174
0.0979562642263024,0.253322756919428,0.625995613550541,291.666666666667,0.00139754503114626,0.00628895264015815
0.0719195171997947,0.371591389939636,0.755144125410048,466.666666666667,0.00103236339464456,0.00464563527590051
0.0737829380759569,0.285723155050593,0.870165750548046,233.333333333333,0.00117900031473364,0.00530550141630139
0.120338028115206,0.397096918877565,0.817705378778053,175,0.0019087732186618,0.00858947948397809
0.0946677377651789,0.48844562303192,0.644261165985153,525,0.00129110433447715,0.00580996950514717
0.118923147357206,0.393152084714024,0.888960406259787,408.333333333333,0.00159446938692835,0.00717511224117758
0.073026492378031,0.357143016419994,0.996361320125642,175,0.00126651674948443,0.00569932537267993
0.115732662147001,0.439257710966163,0.589183699773228,291.666666666667,0.0016873660723775,0.00759314732569877
0.102503450745031,0.302718785936347,0.934849376971316,408.333333333333,0.00137924601434661,0.00620660706455976
0.0714196767210142,0.381286658853213,0.970725707850584,466.666666666667,0.00102926709083131,0.00463170190874091
0.0777005251873193,0.288811395858997,0.556984974719656,408.333333333333,0.00109988583123,0.00494948624053502
0.105661642829682,0.413548416137056,0.705081992962267,525,0.00138645136887901,0.00623903115995554
0.104380571834533,0.340871326464084,0.786329442242685,408.333333333333,0.00141612567230301,0.00637256552536353
0.0826160761279177,0.388800550142166,0.639840486996167,233.333333333333,0.00133100277121451,0.0059895124704653
0.0912030408149825,0.34111451547327,0.653744134829428,525,0.0012089701899832,0.00544036585492442
0.106602171400579,0.323226765059858,0.594086889201693,408.333333333333,0.00143255262205737,0.00644648679925818
0.103118718889622,0.295745522358437,0.940395407623297,408.333333333333,0.00138263910691551,0.00622187598111982
0.0753843847147348,0.411927256157402,0.609368532543111,350,0.00114721162176035,0.00516245229792156
0.094446659449034,0.320303191259113,0.912579751151594,525,0.00123544531134853,0.00555950390106839
0.112774920095305,0.394668855374265,0.846745827082555,466.666666666667,0.00148847632099945,0.00669814344449753
0.102857331224643,0.390431459622339,0.950317960560897,525,0.00134915174519941,0.00607118285339733
0.087539152582301,0.449791032236296,0.702717227023602,350,0.00130436554758595,0.00586964496413679
0.125256650567776,0.335402661805381,0.75401796116206,408.333333333333,0.00163585308520908,0.00736133888344087
0.118601349162242,0.496099929714021,0.973873714447984,525,0.00154862668226346,0.00696882007018556
0.0879732295865632,0.288295717674526,0.750572281360068,175,0.00143882049777531,0.00647469223998888
0.115851090491546,0.482339030592067,0.740134784674785,291.666666666667,0.00170462149358075,0.00767079672111339
0.0723088635398916,0.362563493218704,0.790934988870977,291.666666666667,0.00113622477483178,0.005113011486743
0.0827338791878336,0.274074480057492,0.787991518533581,233.333333333333,0.0012867322658874,0.00579029519649328
0.0818089374693246,0.263693411822662,0.76036214234328,291.666666666667,0.00121485137140369,0.00546683117131659
0.0973954191368562,0.389977626647017,0.720876046430256,175,0.00160870778127224,0.0072391850157251
0.117881255333799,0.453424772732342,0.604005384584501,291.666666666667,0.00171782510223586,0.00773021296006135
0.0772676953055934,0.278873822026393,0.76853469580897,525,0.0010376652173288,0.00466949347797961
0.0808078268007627,0.467604653918821,0.694508135408132,175,0.00141088947228757,0.00634900262529406
0.0967899772690558,0.440338567946262,0.870387062535222,525,0.00130065196229367,0.0058529338303215
0.0895246827617739,0.327200473809613,0.784633683751385,233.333333333333,0.00139505151871002,0.00627773183419509
0.097831068247236,0.433576495386694,0.975880263706157,525,0.00130980344179543,0.00589411548807945
0.0703211774441016,0.310110486732395,0.857509387120894,408.333333333333,0.00102274546837218,0.00460235460767483
0.122602426537256,0.360393936427849,0.834050345177339,291.666666666667,0.00173240575922777,0.00779582591652498
0.0801699964899603,0.422893625447338,0.743198235728182,291.666666666667,0.00125315624928795,0.00563920312179578
0.0847738292794355,0.371376139464768,0.924498897373627,175,0.00143262725472408,0.00644682264625838
0.12969838130233,0.490918169231622,0.575133010126406,525,0.00166175377091839,0.00747789196913278
0.0779290215211754,0.415982298321141,0.700330005239845,525,0.00108738911487461,0.00489325101693575
0.120999015029585,0.475801825871256,0.741952668073177,291.666666666667,0.00176254696112893,0.00793146132508016
0.105944440730814,0.308619113048492,0.892969835312937,525,0.0013493447936382,0.0060720515713719
0.128748053512505,0.391951838876449,0.598118127797287,350,0.00175166953808111,0.007882512921365
0.10443817948037,0.25244967330841,0.563160103388906,175,0.00162872320555688,0.00732925442500597
0.0819885458762557,0.291387680659924,0.85690799123607,466.666666666667,0.00111891807105473,0.0050351313197463
0.117834385435391,0.487052860892673,0.736808867973938,233.333333333333,0.00180854726835115,0.00813846270758016
0.109030974257486,0.442621363546272,0.993595410493229,175,0.00178314031873005,0.00802413143428522
0.0990653410305076,0.265643308746427,0.847245989590888,525,0.00125975298727381,0.00566888844273214
0.1281246800943,0.453688881681959,0.794084481943647,408.333333333333,0.00171683698449357,0.00772576643022108
0.082157761616428,0.422867484476062,0.816904377002526,408.333333333333,0.00119477553048575,0.00537648988718588
0.0983803351929592,0.360235235028094,0.634976536283334,350,0.00140062420291052,0.00630280891309736
0.122955325902427,0.327001432198595,0.528326031443252,525,0.00152887140978392,0.00687992134402763
0.0832948428345024,0.433692678498486,0.538188570289513,350,0.00124896155112788,0.00562032698007546
0.0893496888089001,0.323009559775315,0.619809623212854,233.333333333333,0.00139107515563762,0.00625983820036927
0.102229111344103,0.496166480681941,0.700730244923719,466.666666666667,0.00140789748373658,0.0063355386768146
0.119053958960094,0.295537305317387,0.598847740716566,350,0.00159953104556633,0.0071978897050485
0.118295922436816,0.425609863506079,0.643779613345911,525,0.00152193150089883,0.00684869175404476
0.096033033897254,0.430997692789779,0.944065245267999,466.666666666667,0.00132048245802211,0.00594217106109949
0.120833185566479,0.318423767758768,0.706815712960964,175,0.00187323341566256,0.0084295503704815
0.115719735700168,0.390007713144011,0.527752416269388,233.333333333333,0.0017433632519279,0.00784513463367554
0.112647487486583,0.254381706998436,0.878197803677685,350,0.00150751681440938,0.00678382566484222
0.122944960732862,0.328780278262581,0.950117868046686,233.333333333333,0.00179892800676128,0.00809517603042578
0.0794247144361023,0.325303477198945,0.699777650177176,291.666666666667,0.00121161884304261,0.00545228479369176
0.129836518505854,0.408836319241379,0.907234812236687,466.666666666667,0.00167194142553571,0.0075237364149107
0.121575048598541,0.357617276933933,0.982294015413321,408.333333333333,0.0016075497498718,0.00723397387442311
0.0910012516265231,0.476492070109987,0.877630103794566,466.666666666667,0.00127759170196179,0.00574916265882807
0.122255089364,0.391753481757556,0.814433783174503,350,0.00168054913206539,0.00756247109429427
0.0835289263769617,0.315935905301805,0.85494399629887,466.666666666667,0.00114492764049102,0.0051521743822096
0.0976063643495776,0.476768065053283,0.510351769142445,291.666666666667,0.00148451928433787,0.00668033677952043
0.116408654704267,0.250573030093271,0.611451410637694,233.333333333333,0.00167585434591443,0.00754134455661494
0.0881965789653504,0.30433150464354,0.503446403864266,408.333333333333,0.00122361021695797,0.00550624597631088
0.0798602653684,0.495577377108207,0.907984749164011,525,0.00112847999377378,0.005078159971982
0.108487751377746,0.358714033690643,0.700983053071983,350,0.00151396478086465,0.00681284151389091
0.122062112581368,0.370455310717719,0.541439666370626,350,0.0016690704095139,0.00751081684281256
0.0788163563964676,0.438506584514052,0.681671508541688,466.666666666667,0.00112937798356418,0.00508220092603882
0.117574516241281,0.471535789388148,0.678268255456429,175,0.00190609435474734,0.00857742459636305
0.0702035647498337,0.367647626146185,0.909770526532792,408.333333333333,0.00103890902772919,0.00467509062478137
0.105211390894937,0.395877305368785,0.993500640288667,525,0.00137570206062574,0.00619065927281584
0.120930245609915,0.252881149567679,0.524032954261974,233.333333333333,0.00172931542354706,0.00778191940596179
0.120573721403351,0.36658300981921,0.882343571743253,233.333333333333,0.00179049860391174,0.00805724371760281
0.0891336556800265,0.39180361169552,0.570024322185953,466.666666666667,0.00123222166603334,0.00554499749715004
0.113339632930076,0.274059265594792,0.717945456124227,525,0.0014073690887488,0.00633316089936959
0.124425487468817,0.44715211065818,0.596690704951406,525,0.00159254285099866,0.00716644282949399
0.117985437503583,0.48228524205302,0.757572248639364,408.333333333333,0.00161711212941616,0.00727700458237274
0.096454364198474,0.261135364689363,0.76245646363291,408.333333333333,0.00129446730794402,0.00582510288574809
0.0799445305464986,0.261470963333147,0.61102689042317,175,0.00131982308564379,0.00593920388539707
0.0858121605048134,0.395903438296862,0.602008346082559,525,0.00116873517249164,0.00525930827621239
0.0828588613726092,0.46364654558795,0.612519884765648,408.333333333333,0.00121405086629382,0.0054632288983222
0.115649464816451,0.407603278869344,0.648140064877562,466.666666666667,0.00152365727946791,0.00685645775760558
0.118766041134766,0.274670572420887,0.919090989597274,350,0.00158478884963112,0.00713154982334005
0.123051250995767,0.375451481205811,0.657972078786374,466.666666666667,0.00158808166238321,0.00714636748072445
0.092354382761527,0.276519021161952,0.697939097649393,350,0.00129680560406788,0.00583562521830546
0.100609809559917,0.266675794549829,0.844093677226997,525,0.00127593555320349,0.0057417099894157
0.0728873711365813,0.390644619279038,0.626903726639145,525,0.00102427867639713,0.00460925404378708
0.102535966825848,0.380318229613633,0.62231218698849,291.666666666667,0.0015096918744541,0.00679361343504346
0.102376827472997,0.464149805739483,0.811214410543456,175,0.00170360740697282,0.00766623333137768
0.113687983742833,0.251359263600385,0.898061245848432,291.666666666667,0.00157316313110521,0.00707923408997343
0.0943902843669622,0.495134233884268,0.841089525331982,175,0.00160678030457017,0.00723051137056578
0.101271295382997,0.375407093042189,0.599605770229357,291.666666666667,0.00149283551389605,0.00671775981253222
0.109246832668486,0.434763311196057,0.601746077161814,175,0.00178276763443735,0.00802245435496809
0.110632669230866,0.379177897849466,0.678219719012202,233.333333333333,0.00167704854932677,0.00754671847197049
0.0779996646196091,0.395048074806337,0.656342838357822,291.666666666667,0.00121762008104954,0.00547929036472295
0.0903020132490771,0.328611415317703,0.542879151868325,175,0.00148856765998886,0.00669855446994989
0.0979726323985924,0.292924103844865,0.919048811550455,466.666666666667,0.0012909456392398,0.0058092553765791
0.120431416830119,0.447588263093035,0.628612553130352,408.333333333333,0.00163164891705784,0.00734242012676028
0.116622460022657,0.459804388918701,0.568411930168852,350,0.00164444532763565,0.00740000397436043
0.11711061704997,0.489578951121206,0.599092957172327,291.666666666667,0.00172199508613345,0.00774897788760054
0.103372708077939,0.277409541922447,0.783001383240299,350,0.00141962364398361,0.00638830639792626
0.0787068401262029,0.433523117145811,0.832506062449297,350,0.00119356912789576,0.00537106107553092
0.119987135431329,0.279123195674408,0.826459840352925,233.333333333333,0.00173556931126644,0.00781006190069899
0.128211606859458,0.252383070686037,0.963904147725198,350,0.00167064534904732,0.00751790407071292
0.106427012327684,0.418748734796143,0.925347703818783,175,0.00173931889869616,0.00782693504413273
0.0809304250046088,0.341210184223284,0.828794661752753,175,0.00136878117595339,0.00615951529179027
0.097508614909244,0.487762734629281,0.568574761225373,233.333333333333,0.00155456853389447,0.00699555840252511
0.115872743505213,0.342123573791824,0.587054200050655,525,0.00146460816012494,0.00659073672056221
0.081556220954189,0.373060571441128,0.528334064097749,408.333333333333,0.00117298003909706,0.00527841017593676
0.0954790619241164,0.338026721569824,0.960327435887366,350,0.00135880766338874,0.00611463448524931
0.0876666378549702,0.297750211656518,0.63064854289982,350,0.00125310960307603,0.00563899321384216
